title_normalized,price_quetzales,square_meters,rooms,parking,baths,location_normalized,description_normalized
casa en venta condominio adhara san miguel petapa,1500000,250,3,2,3,san miguel petapa,casa en venta condominio adhara 3 habitaciones 3  1/2 banos 2 parqueos sala - comedor - cocina sala familiar balcon area de lavanderia habitacion con bano completo para visitas o servicio terreno 20 x 18 total 360 mts2 amplio jardin de 150 mts2 construccion de 250 mts2 2 nivelesel tamano del terreno es unico y exclusivo en el condominio lujosos acabados gabinetes cocina puertas de madera calentador de agua ventanas de pvc piso ceramico ubicacion condominio adhara san miguel petapa cerca de la vas centros educativos comerciales y residenciales garita de control area verde juegos infantiles area social piscina coordinar visita con el contacto del anuncio clave interna pvc 024 01 23
casa en venta villa nueva residencial con garita,1300000,142,3,2,2,villa nueva,casa en condominio residencial sobre bulevar catalina zona 6 de villa nueva 3 habitaciones 2  1/2 banos 2 parqueos 2 salas balcon comedor cocina habitacion de servicio con bano completo area de lavanderia techada jardin posterior jardin enfrente 2 niveles terreno 260 40 mts2 construccion 142 mts2 pergola en el jardin posterior pergola en el balcon gabinetes en la cocina area de lavanderia techada y ventilada lamparas decorativas y lindos acabados ubicacion zona 6 de villa nueva condominio residencial sobre bulevar catalina garita de control area verde con quiosco juegos infantiles coordinar visita con el contacto del anuncio clave interna pvc 012 11 22
apartamento en renta y venta en zona 05,831000,51,2,2,1,zona 5,cuenta con 51 06 mts2 2 dormitorios 1 bano 2 parqueos invididuales en la misma torre ubicados en el nivel alto se encuentra equipado con linea blanca nueva cortinas y espejos precio de renta q4800 preci de venta q831 000 00 eb mu1018
brunelo ultimas unidades apartamentos en zona 10 de 3 cuartos,1208220,78,3,2,2,zona 10,apartamentos en venta ideal para airbnb por su ubicacion en zona 10 cercano a hospitales area comercial frente a iglesia ciudad vieja enganche fraccionado a 11 meses los mejores precios del mercado para vivir o inversion apartamentos para entrega marzo 2024 enganche fraccionado 11 meses se encontraran ubicados en el mejor sector de zona 10 continuo a la embajada de mexico el proyecto contara con diferentes amenidades como parque privado de 400 mts2 piscina de 15 mts en azotea salon social coworking space gimnasio en azotea circuito para bicicletas y scooters playground 3 business rooms parqueo techado de visitas petfriendly planta electrica para todo el edificio circuito cerrado y seguridad 24 7 pet garden apartamentos disponibles de 1 2 y 3 habitaciones con metrajes desde 40 mt2 hasta 69 mt2 los precio estaran desde incluye parqueo 1 habitacion desde 110 500 impuestos 2 habitaciones desde 120 600 impuestos 3 habitaciones desde 154 900 impuestos excelente proyecto para inversion por excelentes precios y ubicacion
brunelo ultimas unidades apartamentos en z 10 de 2 dorms,940680,58,2,2,2,zona 10,apartamentos en venta ideal para airbnb por su ubicacion en zona 10 cercano a hospitales area comercial frente a iglesia ciudad vieja enganche fraccionado a 11 meses los mejores precios del mercado para vivir o inversion apartamentos para entrega marzo 2024 enganche fraccionado 11 meses se encontraran ubicados en el mejor sector de zona 10 continuo a la embajada de mexico el proyecto contara con diferentes amenidades como parque privado de 400 mts2 piscina de 15 mts en azotea salon social coworking space gimnasio en azotea circuito para bicicletas y scooters playground 3 business rooms parqueo techado de visitas petfriendly planta electrica para todo el edificio circuito cerrado y seguridad 24 7 pet garden apartamentos disponibles de 1 2 y 3 habitaciones con metrajes desde 40 mt2 hasta 69 mt2 los precio estaran desde incluye parqueo 1 habitacion desde 110 500 impuestos 2 habitaciones desde 120 600 impuestos 3 habitaciones desde 154 900 impuestos excelente proyecto para inversion por excelentes precios y ubicacion
casa roble ultimos apartamentos en venta zona 14 2 dormitorios,1644240,108,2,2,2,zona 14,viviendas verticales tipo apartamentos acogedores y lujosos vecindario para el que tiene una vida social activa por su ubicacion en zona 14 acceso por avenida las americas a la 4 ta avenida enganche fraccionado a 2 meses los mejores precios del mercado para vivir o su inversion apartamentos para entrega mayo 2023 enganche fraccionado 2 meses se encontraran ubicados en el mejor sector de zona 14 frente al parque de la industria el proyecto contara con diferentes amenidades como piscina de 20 mts en la azotea gimnasio circuito para bicicletas y scooters con playground bbq lounge business center planta electrica para todo el edificio circuito cerrado y seguridad 24 7 parqueo techado de visitas pet friendly apartamentos disponibles de 1 2 habitaciones con metrajes desde 56 mt2 hasta 86 mt2 los precio estaran desde incluye bodega y parqueos 1 habitacion desde 136 000 impuestos 2 habitaciones desde 210 800 impuestos excelente proyecto para inversion por excelentes precios y ubicacion
casa roble ultimos apartamentos en venta zona 14 ideal inversion,1060800,68,1,1,1,zona 14,viviendas verticales tipo apartamentos acogedores y lujosos vecindario para el que tiene una vida social activa por su ubicacion en zona 14 acceso por avenida las americas a la 4 ta avenida enganche fraccionado a 2 meses los mejores precios del mercado para vivir o su inversion apartamentos para entrega mayo 2023 enganche fraccionado 2 meses se encontraran ubicados en el mejor sector de zona 14 frente al parque de la industria el proyecto contara con diferentes amenidades como piscina de 20 mts en la azotea gimnasio circuito para bicicletas y scooters con playground bbq lounge business center planta electrica para todo el edificio circuito cerrado y seguridad 24 7 parqueo techado de visitas pet friendly apartamentos disponibles de 1 2 habitaciones con metrajes desde 56 mt2 hasta 86 mt2 los precio estaran desde incluye bodega y parqueos 1 habitacion desde 136 000 impuestos 2 habitaciones desde 210 800 impuestos excelente proyecto para inversion por excelentes precios y ubicacion
apartamento en venta en zona 5,1195000,99,2,1,2,zona 5,cuenta con estilo madrid 2 habitaciones 2 banos 1 parqueo metros cuadrados total 99 1 metros cuadrados interior 68 85 metros cuadrados terraza 17 5 metros cuadrados parqueo 12 75 precio venta q1 195 000 negociable mantenimiento q1000 mensuales incluye agua eb mv2668
aptos en venta casalini diagonal 6 a estrenar 3 dorms,1411800,115,3,2,2,zona 10,excelente ubicacion en zona 10 para quienes quieren disfrutar y mejorar la calidad de vida enganche fraccionado a 2 meses los mejores precios del mercado para vivir o inversion apartamentos para entrega mayo 2023 enganche fraccionado 2 meses se encontraran ubicados en el mejor sector de zona 10 movilidad y acceso por vias principales los proceres y diagonal 6 mas centrico imposible el proyecto contara con diferentes amenidades como piscina de 25 mts en la azotea gimnasio equipado circuito para bicicletas y scooters con playground 2 business center planta electrica para todo el edificio circuito cerrado y seguridad 24 7 parqueo techado de visitas pet friendly apartamentos disponibles de 1 y 3 habitaciones con metrajes desde 54 mt2 hasta 93 mt2 los precio estaran desde incluye bodega y parqueos 3 habitaciones desde 181 000 impuestos excelente proyecto para inversion por excelentes precios y ubicacion
apartamentos preventa casa taure 2 dorms enganche fraccionado,936000,66,2,1,2,zona 10,zona 10 excelente inversion enganche fraccionado 20 meses airbnb friendly apartamentos para entrega 2025 enganche fraccionado a 20 meses se encontraran ubicados en el mejor sector de zona 10 con accesos desde diagonal 6 y los proceres cercano a oakland mall y comercios el proyecto contara con diferentes amenidades como semi olympic pool 25 m bbq station rooftop lounge con firepit sun deck playground bike trail disponibilidad de apartamentos de 1 y 2 habitaciones todos cuentan con altura de 3 mts planta electrica para el 100 del edificio 8 sotanos circuito cerrado de camaras 2 elevadores pozo propio apartamento 2 habitaciones desde 120 000 impuestos area desde 53 mts2 parqueo 12 5
apartamento en venta zona 10 codigo da23029,1755000,195,2,2,2,zona 10,cuenta con 195 mts2 sala comedor cocina abierta lavanderia 2 habitaciones 2 5 banos 2 parqueos y bodega balcon excelente ubicacion con varios accesos lindos acabados pisos de madera ventanas alemanas termoacusticas bodega interior mantenimiento q2375 agua iusi q2070 cada trimestre venta 225 000 impuestos
casa en venta en el pajon santa catarina pinula,1131000,230,3,2,2,santa catarina pinula,casa ubicada en el pajon santa catarina pinula cuenta con acceso comercios gimnasio farmacias centros de entretenimiento cercanos muy accesible a carretera a el salvadorel condominio es exclusivo y cuenta con alrededor de 15 casas con area verde porton electrico y vigilancia un lugar muy tranquilo la casa en venta cuenta con 2 niveles y un tercero para parqueo primer nivel sala comedor balcon bano de visitas cocina con gabinetes de melamina area de lavanderia conexion 110 220 jardin segundo nivel 1 habitacion master con closet bano completo y tinaventanas de suelo a techo con vista a los volcanes 2 habitaciones que comparten bano completo balcon en la habitacion principal nivel de parqueo 2 espacios para parqueo cuota de mantenimiento incluye limpieza de areas verdes limpieza de calle luz de calle y agua 15 metros cubicos si hay exceso se paga por aparte clave interna pvc 030 02 23
pent house en venta nivel 18 torre 360 zona 15,1950000,112,2,2,2,zona 15,descripcion dormitorio principal con walk in closet y bano competo cuarto secundario con closet empotrado y bano completo bano de visitas sala comedor cocina integrados con vista a los volcanes cuarto de lavanderia con linea blanca estanterias y pila balcon con salida desde el dormitorio principal y desde la sala con vista a los volcanes dos parqueos sotano 2 uno a la par del otro bodega en sotano 2 detalles lindo piso de porcelanato imitacion madera muy facil de mantener cocina con top de granito banos equipados con mamparas de vidrio templado lamparas cromadas en banos ojos de buey en todos los ambientes linea blanca refrigeradora acero inoxidable estufa acero inoxidable campana acero inoxidable microondas lava platos lavadora y secadora de torre cortinas enrollables marca persiluz en sala - comedor cocina cortinas semi transparentes y black outs en los dos dormitorios con cenefas vidrios de doble camara en todos los ambientes para control climatico y acustico torre 360 vistas garantizadas 360o cuatro apartamentos por nivel salon social sky lounges y gimnasio en nivel 19 con vistas espectaculares parqueo de visitas sotano 1 lobby con dos salas de espera business center jardin con area de juegos para ninos excelente seguridad ingreso con huellas digitales areas verdes para salir a respirar aire puro mascotas permitidas precio venta 250 000 apartamento 102 m2 balcon 5 90 mt2 bodega 5 m2
apartamento en venta zona 10 edificio veinti4 ideal inversion,1833000,120,2,2,2,zona 10,ideal para inversion con inquilino area 120 mts2 2 habitaciones principal con bano wc y balcon habitacion secundaria bano sala comedor y cocina 2 parqueos amenidades gimnasio piscina y salon social precio 235 000 00
lindo apartamento remodelado 3 dorms edificio andes de la montana,1872000,225,3,1,2,zona 16,apartamento de 156 mts2 en andes de la montana el apartamento tiene 224 5 metros cuadrados que incluye el area exterior area interori 156 mts2 el apartamento cuenta con 3 habitaciones amplias la principal con bano y walkin closet 2 banos sala comedor cocina equipada cuarto de serivicio lavanderia propia patio trasero2 balcones y 1 parqueo
apartamento en venta en zona 11,985000,75,3,2,2,zona 11,cuenta con 75 m2 de apartamento y 25 m2 de parqueos 2 tipo tandem 3 habitaciones 1 principal con bano y 2 secundarias con bano compartido con visitas 2 banos completos lavanderia cocina sala comedor balcon sala familiar o estudio precio ventaq985 000 eb mr2926
apartamento en venta airbnb ejecutivos estudiantes parejas edificio quo zona 4,1170000,57,2,2,2,zona 4,apartamento se vende amueblado y listo para alquilar ideal para airbnb o ejecutivos de empresas o estudiantes edificio con plusvalia buena inversion una experiencia distinta que combina vivienda servicios y negocios todo en un mismo lugar acceso a una vibrante plaza comercial con gimnasio supermercado restaurantes y variedad de comercios se puede rentar precio de renta amueblado 950 00 incluye mantenimiento e iva
apartamento en venta en las charcas zona 11,710000,50,1,0,1,guatemala city,este apartamento en venta se encuentra ubicado en zona 11 las charcas accesible a instituciones educativas centros comerciales y principales accesos de la ciudad de guatemala el complejo de edificios cuenta con gimnasio area de juegos infantiles jardines parqueo para visitas entre otros dicho apartamento se conforma de 49 50 metros cuadrados de construccion sala comedor cocina area de lavado dormitorio closet de blancos walk in closet y bano clave interna pva 005 02 23
casas disponibles en zona 16 hacienda real modelo 14 y 15,1525000,143,3,2,2,zona 16,casas modernas identicas con acabados de alta calidad en zona 16 hacienda real 3 habitaciones 2 5 banos terreno de 6 5 x14 m 143 m2 de construccion agenda tu cita para estar al tanto de nuestros modelos disponibles visitanos en tiktok
casas identicas en venta en zona 16 hacienda real modelo 9 y 10,1550000,166,3,2,2,zona 16,casas modernas identicas con acabados de alta calidad en zona 16 hacienda real 3 habitaciones 2 5 banos terreno de 5 x20 m 166 m2 de construccion agenda tu cita para estar al tanto de nuestros modelos disponibles visitanos en tiktok
nuevos modelos de casas en hacienda real zona 16 modelo 11,1590000,182,3,2,2,zona 16,casas modernas identicas con acabados de alta calidad en zona 16 hacienda real 3 habitaciones 2 5 banos terreno de 5 5 x20 m 182 m2 de construccion agenda tu cita para estar al tanto de nuestros modelos disponibles visitanos en
casa en venta hacienda de las flores villa nueva,1200000,130,3,2,3,villa nueva,residencia en venta en hacienda las flores al final de la villa lobos una excelente oportunidad para invertir condominio seguro con doble garita de seguridad rodeado de naturaleza canchas polideportivas ciclo vias senderos area con juegos para ninos areas verdes parqueos para visitas areas de lectura plaza comercial con supermercados y panaderias la casa cuenta con dos niveles con excelente iluminacion natural en todos sus ambientes carport electrico para un vehiculo y dos vehiculos en la parte frontal de la casa gradas de acceso a segundo nivel con mamparas de vidrio templado gabinetes de cocina piso ceramico imitacion madera puertas de madera habitacion principal con walking closet y bano completo con mamparas de vidrio en ducha bano para visitas con extractor de olores jardin en la parte trasera area para pila y lavanderia sala familiar con cielo en cupula habitaciones secundarias con closet y bano compartido con lavamanos independiente comedor con vista al jardin con puerta corrediza de piso a techo lamparas de techo colgantes cortinas blackout puerta de ingreso con codigo actualmente se encuentra rentada una excelente opcion para inversion
preventa en el mejor sector de zona 10 naori enganche fraccionado,1201200,95,2,2,2,zona 10,aprovecha los modelos especiales 2 dormitorios entre la 8 va avenida y 15 calle hay un rincon escondido... ademas de estar en uno de los vecindarios residenciales mas exclusivos este sector se ha caracterizado por albergar los espacios de encuentro mas notables de la ciudad naori con tara con apartamentos desdde 69 mt2 apartamentos de 2 habitaciones con 2 banos sala comedor cocina y lavanderia mas de 14 amenidades amenidades jardin social jardin privado salon de eventos dos business center gimnasio salas de espera zen garden fun lounge social lounge family deck kids playground pet park bbq lounge sky lounge con fogatero roof top precios inician desde usd 154 000 impuestos enganche fraccionado a 20 meses
apartamento residencial en venta en zona 15,1669200,98,2,2,2,guatemala city,el apartamento en venta esta ubicado en zona 15 con accesos a las mas importantes zonas del corredor central de ciudad de guatemalapor su ubicacion tiene accesos cercanos a parques colegios y universidades de gran prestigio centros comerciales desarrollos inmobiliarios y urbanisticos en zonas 10 15 y 16 hospitales y clinicas medicasel edificio cuenta con las siguientes amenidades salon social business center play room terraza con bbq deck y fire pit lap pool en octavo nivel gimnasio con vista a la ciudad casa vacacional en antigua guatemalael apartamento por su parte cuenta con 97 78 mts2 que incluyen dos habitaciones la habitacion master con bano completo y walking closet habitacion secundaria con closet sala comedor cocina bano de visitas lavanderia bodega dos parqueos tandem clave interna pva
vendo casa en carretera a el salvador,897000,165,3,3,2,guatemala city,casa en venta en carretera el salvador a 8 minutos de pradera concepcion dentro de condominio con garita de seguridad areas verdes cerca de bancos centros financieros edificios universidades escuelas y gimnasios cercanosla casa en venta tiene 126 mts de terreno y 165 mts de construccion 3 habitaciones2 5 banos3 parqueosvista al parque internosala familiarsala de estardormitorio de servicio con bano completococina independientecomedorpatio con churrasquera clave interna pvc 026 11 22
apartamento en venta y renta en zona 15 guatemala,1677000,108,2,2,1,guatemala city,el apartamento en venta y renta se encuentra ubicado en vista hermosa ii zona 15 de ciudad de guatemala cerca de todo centros comerciales exclusivos colegios y universidades de gran prestigio centros financieros restaurantes accesos a las mas importantes zonas de la ciudad de guatemala entre otrosel apartamento en venta y renta queda en nivel alto y tiene espectaculares vistas a la ciudad de guatemalael edificio donde se encuentra el apartamento en venta y renta cuenta con gimnasio en el primer nivel y terraza social para eventos bajo reserva ademas cuenta con areas de co working y reuniones sociales en el primer nivel el edificio cuenta con recepcion y control de accesoel apartamento en venta y renta tiene los siguientes ambientes dos habitaciones con closet bano completo compartido entre las dos habitaciones medio bano adicional sala comedor cocina completamente equipada area de lavanderia equipada dos parqueos en sotano 2 en caso de renta el apartamento se entrega completamente amueblado clave interna pma 026 09 22
apartamento en venta en zona 4,892038,39,1,1,1,guatemala city,ubicado en una de las zonas mas centricas de guatemala cuenta con diferentes accesos por zona 1 zona 9 10 5 y 8 cercano a las diferentes areas comerciales e industriales en la ciudad cerca de centros de estudios y capacitacion transporte publico a la mano y diferentes areas sociales cercanas en zonas aledanas el edificio cuenta con diferentes amenidades como lobby food courtdecks y terrazasmodulos para homeoffice area verde con herb garden grill pizza areasky lounge con firepitscardio gymel apartamento en venta cuenta con lo siguiente 38 mts2 1 dormitorio 1 bano cocina sala comedor balcon parqueo clave interna pva 037 09 22
ultimos apartamentos baden zona 15 a estrenar,1431300,70,1,2,1,zona 15,preciosos apartamentos a estrenar de 1 2 o 3 dormitorios ultimas unidades viva en un sector de alta plusvalia apartamentos con acceso inmediato al bulevar de vista hermosa en zona 15 cerca de universidades y colegios baden promueve una experiencia de vida que asegura el bienestar a traves de sus selectas amenidades play room business center salon social fire pit y bbq deck lap pool gimnasio mirador 360 casa de descanso en antigua apartamentos de 1 dormitorios area 70 mts2 2 parqueos precios desde usd 183 500 impuestos apartamentos de 2 dormitorios area 102 mts2 2 parqueos precios desde usd 249 500 impuestos apartamentos de 3 dormitorios area 120 mts2 parqueos precios desde usd 286 500 impuestos listos para entrega ultimas unidades
vendo amplio apartamento en canada 16 zona 16,975000,100,3,2,1,zona 16,apartamento amplio de 3 dormitorios 2 parqueos edificio canada 16 excelente ubicacion diseno moderno el apartamento cuenta con 76 m2 construccion solo apartamento 2 parqueos externos sala comedor amplio comedor con barra cocina amplia con gabinetes espacio abierto 3 dormitorios todos con vista hacia bosque closets en dormitorios 1 bano completo 5 deg nivel excelente vista area de lavanderia cerrada arita de seguridad 24 h salones para eventos juegos para ninos gimnasio completo salon de reuniones area para bbq servicio de transporte a universidades ambiente tranquilo seguro
casas nuevas en la avenida hincapie a 5 minutos de las americas,1981200,207,3,2,3,zona 13,el mejor proyecto de zona 13 que te permite disfrutar naturaleza y conectar con puntos de crecimiento dentro de la ciudad lindas casas de 207 mt2 cuentan con 3 habitaciones 3 banos completos terraza y porche jardin incluye 2 parqueos aires acondicionados paneles solares para mayor ahorro de luz mensual puertas de vidrio en todos los banos calentador electrico ahorrativo ademas de incluir el equipamiento basico que seria gabinetes en cocina top de cuarzo closets completos luces led en techo entre otros el proyecto tiene piscina super parque 720 m2 area social de eventos area de mascotas circuito para correr precios desde 254 000 ya con impuestos
ultimos apartamentos baden 2 dorms zona 15 a estrenar,1946100,102,2,2,2,zona 15,preciosos apartamentos a estrenar de 1 2 o 3 dormitorios ultimas unidades viva en un sector de alta plusvalia apartamentos con acceso inmediato al bulevar de vista hermosa en zona 15 cerca de universidades y colegios baden promueve una experiencia de vida que asegura el bienestar a traves de sus selectas amenidades play room business center salon social fire pit y bbq deck lap pool gimnasio mirador 360 casa de descanso en antigua apartamentos de 1 dormitorios area 70 mts2 2 parqueos precios desde usd 183 500 impuestos apartamentos de 2 dormitorios area 102 mts2 2 parqueos precios desde usd 249 500 impuestos apartamentos de 3 dormitorios area 120 mts2 parqueos precios desde usd 286 500 impuestos listos para entrega ultimas unidades
apartamento en venta en segheria zona 14,1755000,135,3,2,2,zona 14,area 135 mts2 descripcion 3 habitaciones 2 parqueos 2 5 banos linea blanca completa sala comedor cocina precio usd 225 000
apartamentos en aure la nueva zona 13 enganche fraccionado 26 meses 3 dorms,1747200,140,3,2,3,zona 13,aure forma parte de los proyectos importantes de vivienda vertical en la nueva zona 13 ambientes amplios ventilados e iluminados hacen de aure una opcion inteligente par familias activas que buscan un lugar comodo y accesible en una zona en desarrollo y alta plusvalia con diversas amenidades como coworking business center salon social deck jardin de ninos gimnasio sky louge entre muchos otros aure se destaca por la cantidad y calidad de sus amenidades que disfrutaran todos los integrantes de la familia apartamentos de 3 dormtorios sala familiar 2 parqueos area 140 mt2 habitables mas parqueos precios desde usd 224 000 impuestos hasta apartamentos de 3 dormitorios estudio o sala familiar cuarto de servicio 2 parqueos area 150 mt2 habitables parqueos precios desde usd 248 000 impuestos enganche fraccionado a 26 meses
apartamento en venta en zona 10,1599000,90,2,2,2,zona 10,cuenta con 90 mts2 de construccion 2 parqueos tandem y 1 bodega 2 dormitorios 2 banos bano de visitas master con walk in closet amplio sala comedor y cocina lavanderia balcon amenidades salon social juegos para ninos piscina pequena gimnasio parqueo de visitas mantenimiento q 1 135 incluye seguridad agua recoleccion de basura iusi trimestral q 1 817 60 precio en venta 205 000 00
apartamento en venta en muxbal,1365000,105,2,1,1,santa catarina pinula,cuenta con 105 mt2 2 habitaciones 1 5 banos sala comedor cocina balcon 1 parqueo y bodega de 3 m2 amenidades game center 2 sky lounge con cocina y jacuzzi 4 business center 1 en cada torre 4 areas de ninos area de mascotas churrasquera cinema gimnasio cancha de papi futbol y de basket ball precio de venta 175 000 poco negociable iusi q984 trimestral mantenimiento q1200 mensual ppa9253
en directo apartamento en venta zona 15,1872000,128,2,2,2,zona 15,cuenta con 128 mts2 2 dormitorios 2 banos 2 parqueos balcon area de lavanderia sala comedor cocina bodega precio de venta 240 000 00 ppa 9235
apartamento en venta en zona 10,1357200,60,2,2,1,guatemala city,el apartamento en renta esta ubicado en zona 10 de ciudad de guatemala cerca de muchos lugares de conveniencia tales como centros comerciales colegios universidades centros financieros instituciones farmacias restaurantes gasolineras etc el apartamento tiene 60 mts2 de construccion cuenta con dos habitaciones y dos paqueos el edificio tiene acceso directo a los servicios y restaurantes del hotel clarion suites en zona 10 ademas cuenta con las siguientes amenidades restaurantes piscina climatizada bar sports bar gimnasio recepcion business center salas de reuniones room service del clarion suites clave interna pva 035 11 22
apartamentos nuevos en venta zona 14,1420380,56,1,1,2,zona 14,apartamentos de 1 2 y 3 habitaciones de 56 17 m2 1 habitacion 2 banos 1 parqueo 1 balcon de 71 68 m2 2 habitaciones 2 banos 2 parqueos 1 balcon de 91 13 m2 3 habitaciones 2 banos 2 parqueos 1 balcon de 120 85 m2 3 5 banos 3 habitaciones 2 parqueos 1 balcon de 120 26 m2 2 5 banos 3 habitaciones 2 parqueos 1 balcon entrega diciembre 2023 amenidades piscina de 4 metros de ancho por 10 50 metros de largo gimnasio chefs lounge coworking sala de reuniones y ludoteca precios desde 182 100 00 caracteristicas balcon estacionamiento techado acceso para personas con discapacidad ascensor seguridad 24 horas
apartamento en venta de 3 dormitorios centrico nivel alto en zona 5,1322170,87,3,2,2,zona 5,construccion 87 44 m2 2 parqueos 3 habitaciones con closet area de sala y comedor equipado con linea blanca precio de venta 169 509 mas 3 de impuesto poco negociable
apartamento en venta en edificio attica l zona 14,1911000,139,3,2,2,zona 14,venta apto attica i z 14 descripcion nivel bajo 139 m2 2 parqueos bano de visitas sala comedor balcon cocina abierta closet lavadora y secadora sala familiar 3 dormitorios dormitorio principal con walk in closet y bano dormitorios secundarios comparten bano 245 k
apartamento en edificio condado la villa zona 14,1365000,101,3,2,2,zona 14,alquiler venta apto condado la villa z 14 sector la villa descripcion nivel alto 101 m2 2 parqueos sala comedor balcon cocina area de lavanderia con pila pequena area de estudio 3 dormitorios dormitorio principal con bano y walk in closet dormitorios secundarios comparten bano uno de los dormitorios secundarios tiene balcon vista verde precio alquiler 775 00 mantenimiento incluido precio venta 175 000 mantenimiento q1 276 04 amenidades parqueo de visitas jardin para ninos gimnasio pergola con churrasquela y salon social terraza con linda vista a toda la ciudad
casa en venta y renta en el campestre san lucas,1482000,240,3,4,4,mixco,casa en venta y en renta en condominio cerrado seguro y rodeado de ambiente natural construccion tradicional el condominio se encuentra camino a san lucas accesos y amenidades cerca a 40 minutos de antigua guatemalaamenidades del condominio * seguridad 24 horas comite de vecinos areas verdes cancha de basquet distribucion de la casa* sala con chimenea cortinas y cenefas * comedor con cortinas y cenefas * gradas de madera * zocalo * 2 habitaciones auxiliares con balcon closet doble altura y bano completo * cuarto principal con sala auxiliar balcon walking closet bano completo con tina * cuarto de servicio completo * sala familiar * cocina con alacena gabinetes y tops en acero inoxidable pantry * lavanderia y patio techado ingreso independiente * bano de visitas * pergola * calentador * parqueo para 4 carros * fosa septica * amplios jardines * cisterna * ventilada y luz natural en todos los ambientes clave interna pmc 049 04 19
casa en venta en zona 18,780000,300,9,0,6,guatemala city,la casa es de 3 niveles tiene 6 apartamentos cada uno con bano privado y cada uno con su pilael terreno mide 8 x18 metros cuadradoscisterna de agua de 8 mts3 de capacidadpiso ceramicotres contadores de luz agua municipalgarita de seguridadacceso con tarjeta electronicaareas verdessalon social clave interna pvc 012 09 22
apartamento en venta edificio attica l zona 14,1911000,140,3,2,2,zona 14,venta apto attica i z 14 descripcion nivel alto 140 m2 2 parqueos sotano2 bano de visitas sala comedor cocina balcon sala familiar closet de lavanderia 3 dormitorios dormitorios secundarios con closet y bano compartido dormitorio principal con walk in closet y bano venta 245 k amenidades parqueo de visitas salon social amplio con banos jardin y cocineta gym full equipado y con banos piscina climatizada pergola banos en piscina area verde con juegos baby gym
apartamento en venta en zona 11 con linda vista y excelentes amenidades,1262000,90,3,2,2,zona 11,apartamento cuenta con 90 mt2 3 habitaciones 2 banos 2 parqueos bodega de 9 mt2 amenidades gimnasio churrasquera pergola 1 salon de ninos 2 sala de reuniones piscina juegos para ninos precio venta q1 262 000 por q20 k mas incluye linea blanca mantenimiento q1090 incluye seguridad extraccion de basura y el uso de las amenidades ppa 9151
apartamento en venta en zona 7 linea blanca negociable,680000,45,1,1,1,zona 7,cuenta con 45 mt2 sala comedor cocina con desayunador 1 habitacion 1 bano 1 parqueo amenidades salon social con pergola areas verdes juegos infantiles area de churrasqueras gimnasio pet friendly incluye cortinas y gabinetes de cocina precio de venta q680 000 3 timbres fiscales q650 mantenimiento
apartamento en venta en zona 15,1404000,66,2,2,2,zona 15,cuenta con de 2 habitaciones 66 mts mas balcon y 2 parqueos vista espectacular sala comedor cocina area de lavanderia dormitorio secundario bano secundario dormitorio principal con w c y bano precio de venta 180 000 poco negociable ppa 9160
apartamento en venta centrico zona 5,1092000,80,2,1,2,zona 5,79 90 m2 mas 1 parqueo sala comedor cocina con gabinetes area de lavanderia dormitorio secundario bano secundario dormitorio principal con bano privado lindos acabados el edificio esta bien bonito cuenta con parqueo de visitas salones sociales areas de trabajo juegos infantiles lounge amplio gym areas sociales al aire libre locales comerciales banco industrial y gyt supermercado la torre la normal no torre xpress precio venta 140 000 ppa 9154
apartamento en venta y renta en zona 16 para estrenar,1150000,45,1,1,1,zona 16,1 habitacion 1 bano 1 parqueo balcon linea blanca completa totalmente nuevo para estrenar precio renta q5 800 00 mantenimiento incluido precio venta q1 150 000 00
apartamento en edificio avia zona 10,1560000,67,1,1,1,zona 10,venta apto avia z 10 descripcion 67 m2 cocina totalmente equipada comedor integrado a cocina sala balcon salida de sala y cuarto principal area de pila lavadora y secadora dormitorio principal con walk in closet 1 bano completo parqueo para 1 vehiculo bodega de 2 02 mt2 bano para personal de servicio en cada nivel actualmente rentado 900 iva 140 mantenimiento venta 200 000 mantenimiento us 134 40 iusi trimestral q2 060 al apartamento se le invirtieron us 16 000 en modificaciones linea blanca lavadora secadora calentador cortinas y blackout electricos habitacion se entregarian en la venta el apartamento esta a nombre de una persona individual y al vender el apartamento se puede aportar a una sociedad anonima actualmente el apartamento esta alquilado a traves de contrato de arrendamiento de 1 ano e inicio en febrero 2022 la renta esta en 1 040 mensual con mantenimiento incluido con incremento del 4 al ano
altaire edificio de apartamentos mas alto de guatemala,1034000,81,2,2,1,zona 11,proyecto residencial de apartamentos de 2 y 3 dormitorios unico en guatemala dividido en 32 niveles siendo el mas alto de guatemala mas del 75 vendido aprovecha las ultimas unidades ubicado estrategicamente en zona 11 en diagonal 17 a pocos metros de la calle mariscal y anillo periferico con mas de 15 amenidades entre las cuales se encuentra canchas de futbol piscina gimnasio parque interno fire pit sky lounge entre muchas otras apartamentos disponibles a 2 habitaciones - 1 bano 56 mt2 2 parqueos precios desde q1 034 000 ya con impuestos b 2 habitaciones - 2 banos 66 mt2 2 parqueos precios desde q1 280 000 ya con impuestos c 3 habitaciones 80 mt2 2 parqueos precios desde q1 419 000 ya con impuestos
apartamento venta villa tiepolo carretera al salvador,858000,75,2,2,1,carretera a el salvador,apartamento de 2 ndo nivel descripcion 2 dormitorios 1 bano sala comedor cocina 2 parqueos venta 110 000 negociable
