title,price,square_meters,rooms,parking,baths,location,img_url,url,adv_description
 Apto. Venta y Alquiler en Zona 16,"['$125,000']",58.0,1.0,1.0,1.0,Guatemala City,https://photos.encuentra24.com/t_or_fh_m/f_auto/v1/gt/24/47/08/70/24470870_b01086,"https://www.encuentra24.com/guatemala-es/bienes-raices-venta-de-propiedades-apartamentos/apto-venta-y-alquiler-en-zona-16/24470870?q=f_price.400000-2000000|f_currency.GTQ|withcat.bienes-raices-venta-de-propiedades-casas,bienes-raices-venta-de-propiedades-apartamentos&regionslug=guatemala-es-guatemala&list=categoryregion&categoryslug=bienes-raices-venta-de-propiedades-casas","El Apartamento en Venta y Alquiler se encuentra ubicado en Zona 16, muy cercano a Ciudad Cayala y la Embajada Americana. Está rodeado de naturaleza y la tranquilidad que brinda la Reserva Natural de Kanajuyu lo que hace del Apartamento un excelente y conveniente lugar para vivirPor su ubicación, también se encuentra muy cercano a prestigiosos Colegios y Universidades de Ciudad de Guatemala. Bancos, Plazas y Centros Comerciales, lugares de entretenimiento, etc.El Edificio cuenta con seis niveles de Apartamentos e incluye terraza social, salón de eventos, juegos infantiles, gimnasio, business center, jardín para mascotas, amplio lobby y un lindo jardín central frente a Recepción. Cuenta con accesos biométricos a áreas comunes y al nivel donde se ubica el Apartamento. La seguridad es 24/7Por su parte, el Apartamento cuenta con:- Una habitación- Baño de Visitas- Sala- Comedor - Cocina con gabinetes- Closet de Lavandería- Balcón- Un parqueo- Lindas vistas hacia la Reserva Forestal - El Apartamento se alquila amueblado ... ¡El Precio de Alquiler es Negociable!¡¡EL PRECIO DE ALQUILER NO INCLUYE EL MANTENIMIENTO MENSUAL!!. --- Clave Interna: PVA.018.06.23 ---"
" Venta Casa Nueva - Hacienda Real Puerta de Hierro, zona 16","['$195,000']",195.0,3.0,2.0,3.0,Zona 16,https://photos.encuentra24.com/t_or_fh_m/f_auto/v1/gt/24/10/93/50/24109350_6478ef,"https://www.encuentra24.com/guatemala-es/bienes-raices-venta-de-propiedades-casas/venta-casa-nueva-hacienda-real-puerta-de-hierro-zona-16/24109350?q=f_price.400000-2000000|f_currency.GTQ|withcat.bienes-raices-venta-de-propiedades-casas,bienes-raices-venta-de-propiedades-apartamentos&regionslug=guatemala-es-guatemala&list=categoryregion&categoryslug=bienes-raices-venta-de-propiedades-casas","3 niveles   Casa Tipo A  Construcción 195 m2  Garage 2 carros  Sala  Baño visitas  Comedor  Cocina  Lavandería  Jardín pequeño  Dormitorio servicio  2ndo. nivel:  Dormitorio Master con Closet  Baño  Sala familiar  Dormitorio secundario con baño y balcón  3er nivel:  Dormitorio #3  Baño  Área Social   Precio: $195,000 + impuestos"
" Apartamento Edificio Mira zona 10, ideal inversión.","['$150,000']",77.0,1.0,1.0,1.0,Zona 10,https://photos.encuentra24.com/t_or_fh_m/f_auto/v1/gt/24/81/06/26/24810626_cab175,"https://www.encuentra24.com/guatemala-es/bienes-raices-venta-de-propiedades-apartamentos/apartamento-edificio-mira-zona-10-ideal-inversion/24810626?q=f_price.400000-2000000|f_currency.GTQ|withcat.bienes-raices-venta-de-propiedades-casas,bienes-raices-venta-de-propiedades-apartamentos&regionslug=guatemala-es-guatemala&list=categoryregion&categoryslug=bienes-raices-venta-de-propiedades-casas","Apartamento de 77 mts2  Descripción: 1 habitación, walking closet, 1.5 baños, sala, comedor, cocina, lavandería, 1 parqueo y línea blanca incluida, cercano a universidades, centros hospitalarios, con fácil acceso a zona 10, zona 15, zona 5 y zona 4.   El edificio cuenta con las siguientes amenidades:  Rooftop verde. Espacios donde los vecinos se vuelven conocidos y los conocidos se vuelven amigos.  Lobby y Plaza Mira con diferentes comercios.  Gimnasio y Sala Familiar  Edificio Petfriendly  Precio de venta USD$ 150,000.00 + Impuestos"
 Vendo Apartamento Km. 19 carretera a Fraijanes codigo.DA32210,"['$120,000']",96.0,2.0,2.0,1.0,Carretera a El Salvador,https://photos.encuentra24.com/t_or_fh_m/f_auto/v1/gt/24/84/63/91/24846391_f9b8ce,"https://www.encuentra24.com/guatemala-es/bienes-raices-venta-de-propiedades-apartamentos/vendo-apartamento-km-19-carretera-a-fraijanes-codigo-da32210/24846391?q=f_price.400000-2000000|f_currency.GTQ|withcat.bienes-raices-venta-de-propiedades-casas,bienes-raices-venta-de-propiedades-apartamentos&regionslug=guatemala-es-guatemala&list=categoryregion&categoryslug=bienes-raices-venta-de-propiedades-casas","DESCRIPCIÓN:  - 96 mts,  - Una terraza con pérgola arriba del tercer piso (propia del apartamento),  - Dos parqueos de 13 mts cada uno.  - Sala,  - Comedor,  - Cocina,  - Closet de lavandería/limpieza (lavadora, secadora y pequeña pila),  - Un baño.  - Dos dormitorios cada uno con closet de pared a pared  - otra habitación extra que puede servir para estudio, o sala familiar o para tercer dormitorio (esa habitación da hacia las gradas que suben a la terraza/pérgola).   Total 30 apartamentos. Son 5 torres (A, B, C, D, E) cada una con 6 apartamentos.  Tienen casa club y garita de acceso.   Venta $120,000"
" Lindo apartamento en Avenik, zona 15, 1 dormitorio.","['$146,000']",72.0,1.0,1.0,1.0,Zona 15,https://photos.encuentra24.com/t_or_fh_m/f_auto/v1/gt/24/39/10/46/24391046_4d5fad,"https://www.encuentra24.com/guatemala-es/bienes-raices-venta-de-propiedades-apartamentos/lindo-apartamento-en-avenik-zona-15-1-dormitorio/24391046?q=f_price.400000-2000000|f_currency.GTQ|withcat.bienes-raices-venta-de-propiedades-casas,bienes-raices-venta-de-propiedades-apartamentos&regionslug=guatemala-es-guatemala&list=categoryregion&categoryslug=bienes-raices-venta-de-propiedades-casas","Apartamento en 5º nivel  Área de apartamento: 59 mts2 + 12.5 mts2 del parqueo   El apartamento cuenta con: 1 dormitorio con walking closet, 1 baño, cocina, estar y lavandería, 1 parqueo, línea blanca (refrigeradora, horno, microondas, estufa, campana, lavadora, secadora) y cortinas.  El edificio cuenta con amenidades como gimnasio, salón social, área de coworking, rooftop con fire pit, BBQs, área de mascotas y de niños.   Precio venta: $146,000"
 Apartamento en venta en Las charcas zona 11 Ref-3335,"['Q1,225,000']",87.0,3.0,2.0,2.0,Guatemala City,https://photos.encuentra24.com/t_or_fh_m/f_auto/v1/gt/24/81/68/67/24816867_293e42,"https://www.encuentra24.com/guatemala-es/bienes-raices-venta-de-propiedades-apartamentos/apartamento-en-venta-en-las-charcas-zona-11-ref-3335/24816867?q=f_price.400000-2000000|f_currency.GTQ|withcat.bienes-raices-venta-de-propiedades-casas,bienes-raices-venta-de-propiedades-apartamentos&regionslug=guatemala-es-guatemala&list=categoryregion&categoryslug=bienes-raices-venta-de-propiedades-casas","Apartamento en venta en Las charcas zona 11 Ref-3335     Torre nueva nivel medio 87.5mts  3 Habitaciones  Sala, comedor con balcón  Cocina con desayunador con bancos,lavandería  Habitación principal con baño y closet amplio  2 habitaciones comparten baño Cortinas y calentador eléctrico para el apartamento  2 parqueos tándem en nivel uno Amenidades del edificio  Salón social, gimnasio, área infantil,churrasqueras,cinema,cancha de baloncesto y jardín comunal   Precio de venta Q1,225,000.00"
 Vendo apartamento en Las Charcas Zona 11 Ref-3348,"['$140,000']",96.0,3.0,2.0,2.0,Guatemala City,https://photos.encuentra24.com/t_or_fh_m/f_auto/v1/gt/24/81/68/56/24816856_391097,"https://www.encuentra24.com/guatemala-es/bienes-raices-venta-de-propiedades-apartamentos/vendo-apartamento-en-las-charcas-zona-11-ref-3348/24816856?q=f_price.400000-2000000|f_currency.GTQ|withcat.bienes-raices-venta-de-propiedades-casas,bienes-raices-venta-de-propiedades-apartamentos&regionslug=guatemala-es-guatemala&list=categoryregion&categoryslug=bienes-raices-venta-de-propiedades-casas","Vendo apartamento en Las Charcas Zona 11 Ref-3348  DESCRIPCION   Nivel bajo con balcón  96 mts de apartamento  3 habitaciones  Habitación principal con baño y closet  2 habitaciones comparten baño  Sala y comedor con balcón amplio  Cocina  2 parqueos en primer nivel    Amenidades    Salón social, gimnasio, área infantil,área de descanso,jardín comunal,tienda de conveniencia,salón de belleza,lavandería,etc   Precio de venta $140,000.00"
 Apartamento en venta de 3 hab. en Mariscal Zona 11 Ref-3354,"['Q950,000']",75.0,3.0,2.0,2.0,Guatemala City,https://photos.encuentra24.com/t_or_fh_m/f_auto/v1/gt/24/81/68/52/24816852_ced1e9,"https://www.encuentra24.com/guatemala-es/bienes-raices-venta-de-propiedades-apartamentos/apartamento-en-venta-de-3-hab-en-mariscal-zona-11-ref-3354/24816852?q=f_price.400000-2000000|f_currency.GTQ|withcat.bienes-raices-venta-de-propiedades-casas,bienes-raices-venta-de-propiedades-apartamentos&regionslug=guatemala-es-guatemala&list=categoryregion&categoryslug=bienes-raices-venta-de-propiedades-casas","Apartamento en venta de 3 hab. en Mariscal Zona 11 Ref-3354  DESCRIPCION   75 mts De Construcción  Nivel medio 3 Habitaciones 2 baños  2 Parqueos tándem  Bodega Sala /comedor con balcón  Área de lavandería Calentador Cocina    Amenidades del edificio   Piscina, salón social, gimnasio, cancha deportiva, área infantil, churrasqueras   Precio de venta Q950,000.00 + IMPUESTOS"
" Vendo apartamento primer nivel con jardín, en Aralia 2 Z.11 Ref-3359","['Q1,200,000']",81.0,2.0,2.0,2.0,Guatemala City,https://photos.encuentra24.com/t_or_fh_m/f_auto/v1/gt/24/81/68/48/24816848_94b813,"https://www.encuentra24.com/guatemala-es/bienes-raices-venta-de-propiedades-apartamentos/vendo-apartamento-primer-nivel-con-jardin-en-aralia-2-z-11-ref-3359/24816848?q=f_price.400000-2000000|f_currency.GTQ|withcat.bienes-raices-venta-de-propiedades-casas,bienes-raices-venta-de-propiedades-apartamentos&regionslug=guatemala-es-guatemala&list=categoryregion&categoryslug=bienes-raices-venta-de-propiedades-casas","Vendo apartamento primer nivel con jardín, en Aralia 2 Z.11 Ref-3359  DESCRIPCION     Primer nivel  68 mts de apartamento + 13 mts de jardín/pérgola  2 Habitaciones  2 Baños completos Sala, comedor, cocina y lavandería  Pérgola  2 parqueos tándem (25 mts) Bodega (4x4)   Amenidades    Piscina, área infantil, gimnasio,churrásqueras,área social,seguridad,etc   Precio de venta Q1,200,000.00 más impuestos  Pago de mantenimiento Q1,480.00 (agua, extracción de basura, seguridad y mantenimiento de áreas comunes)"
" Casa en Venta en Colonia Cerrada, San José del Golfo","['Q550,000']",,2.0,1.0,2.0,San José del Golfo,https://photos.encuentra24.com/t_or_fh_m/f_auto/v1/gt/24/81/68/01/24816801_dd588f,"https://www.encuentra24.com/guatemala-es/bienes-raices-venta-de-propiedades-casas/casa-en-venta-en-colonia-cerrada-san-jose-del-golfo/24816801?q=f_price.400000-2000000|f_currency.GTQ|withcat.bienes-raices-venta-de-propiedades-casas,bienes-raices-venta-de-propiedades-apartamentos&regionslug=guatemala-es-guatemala&list=categoryregion&categoryslug=bienes-raices-venta-de-propiedades-casas","Casa en venta dentro de residencial la cual tiene a su alrededor escuelas, iglesias, restaurantes, parques, ventas y mercados así como centros comercialesEsta casa tiene:- 2 habitaciones- Parqueo para un carro- Lavandería- Patio- Sala / Comedor / Cocina- 2 baños- Energía 220- Está hecha para poder construir un segundo nivel y hasta un tercero. --- Clave Interna: PVC.007.09.23 ---"
 Apartamento amueblado en venta en zona 13,"['$86,696']",30.0,1.0,1.0,1.0,Zona 13,https://photos.encuentra24.com/t_or_fh_m/f_auto/v1/gt/24/81/52/13/24815213_ca32a6,"https://www.encuentra24.com/guatemala-es/bienes-raices-venta-de-propiedades-apartamentos/apartamento-amueblado-en-venta-en-zona-13/24815213?q=f_price.400000-2000000|f_currency.GTQ|withcat.bienes-raices-venta-de-propiedades-casas,bienes-raices-venta-de-propiedades-apartamentos&regionslug=guatemala-es-guatemala&list=categoryregion&categoryslug=bienes-raices-venta-de-propiedades-casas","Cuenta:   30 metros cuadros  1 parqueo  Se venden completamente amueblados (como en las fotos)   Precio de venta $86,696.33 + timbres  Mantenimiento Q526.66  IUSI trimestral Q797.66  EB-OJ9445"
 Casa en Venta en Balcones de San Cristobal Zona 8 de Mixco,"['$230,000']",230.0,3.0,4.0,2.0,Zona 8,https://photos.encuentra24.com/t_or_fh_m/f_auto/v1/gt/24/81/47/62/24814762_58945f,"https://www.encuentra24.com/guatemala-es/bienes-raices-venta-de-propiedades-casas/casa-en-venta-en-balcones-de-san-cristobal-zona-8-de-mixco/24814762?q=f_price.400000-2000000|f_currency.GTQ|withcat.bienes-raices-venta-de-propiedades-casas,bienes-raices-venta-de-propiedades-apartamentos&regionslug=guatemala-es-guatemala&list=categoryregion&categoryslug=bienes-raices-venta-de-propiedades-casas","Casa de 2 niveles, dentro de residencial con garita y portones eléctricos  • 230mt2 de construcción • Área de terreno: 520.93v2 • Frente de 13mts x 28mts de fondo • Sala • Comedor • Cocina con gabinetes • Sala familiar • 3 dormitorios • 2 baños completos • Tina, bidet • Baño de visitas • Lavandería • Dormitorio de servicio • Patio de servicio • Bodega • Jardín • Portón eléctrico • 4 parqueos  Incluye: Lámparas, cortinas y calentador de agua.  Amenidades: • Canchas deportivas • Juegos infantiles • Garita de seguridad  Servicios: Electricidad, agua municipal, desagües y vigilancia.  Construcción de ladrillo, piso cerámico, puertas de madera, techo de terraza fundida y ventanas de aluminio.  Cuota de mantenimiento: Q200.00 de Seguridad + Q146.00 de agua + Q45.00 de extracción de basura.  Precio más Impuestos de Ley."
 Casa en venta Km 20 carretera a San Jose Pinula,"['Q895,000']",150.0,3.0,2.0,2.0,San José Pinula,https://photos.encuentra24.com/t_or_fh_m/f_auto/v1/gt/24/81/16/17/24811617_4b2955,"https://www.encuentra24.com/guatemala-es/bienes-raices-venta-de-propiedades-casas/casa-en-venta-km-20-carretera-a-san-jose-pinula/24811617?q=f_price.400000-2000000|f_currency.GTQ|withcat.bienes-raices-venta-de-propiedades-casas,bienes-raices-venta-de-propiedades-apartamentos&regionslug=guatemala-es-guatemala&list=categoryregion&categoryslug=bienes-raices-venta-de-propiedades-casas","En el entorno del Residencial hay un Centro Comercial, Tiendas por Departamentos, Bancos, Clínicas, Supermercados, Farmacia, Colegios, Mercado Municipal, Iglesias, fácil acceso, gasolinera, acceso a buses extra- urbanos, veterinarias.El Residencial está compuesto por tres condominios, Bosque, parqueo para visitas, garita de ingreso, agua propia de pozo, mantenimiento de los condominios, áreas verdes, ambiente agradable y tranquilo, vigilancia las 24 horas los 7 días de la semana.La Casa consta de:Primer Nivel- Jardín Frontal- Garaje para 2 vehículos- Sala- Comedor- Cocina- Baño de visitas- Lavandería- Cuarto de servicio con baño completo- Área de bodega- Jardín trasero- Pérgola.Segundo Nivel- Habitación principal con walking closet amplio y baño privado- 2 habitaciones secundarios- Baño para las dos habitaciones- Sala Familiar- Estudio.. --- Clave Interna: PVC.006.09.23 ---"
 Cumbres de la Arboleda casa en venta en carretera salvador,"['$163,000']",180.0,3.0,2.0,2.0,Carretera a El Salvador,https://photos.encuentra24.com/t_or_fh_m/f_auto/v1/gt/24/76/18/77/24761877_944875,"https://www.encuentra24.com/guatemala-es/bienes-raices-venta-de-propiedades-casas/cumbres-de-la-arboleda-casa-en-venta-en-carretera-salvador/24761877?q=f_price.400000-2000000|f_currency.GTQ|withcat.bienes-raices-venta-de-propiedades-casas,bienes-raices-venta-de-propiedades-apartamentos&regionslug=guatemala-es-guatemala&list=categoryregion&categoryslug=bienes-raices-venta-de-propiedades-casas","Casa en venta carretera Salvador km 21.5 Cumbres de la Arboleda  3 habitaciones  2.5 Baños  Balcón  Sala familiar  Cuarto de servicio  Área de lavandería  Patio Jardín El condominio cuenta con dos cada club con piscinas, salones sociales, jardines , juegos infantiles , gimnasio, sauna, canchas deportivas  Solicitar fotos  Solamente interesados  NO INTERMEDIARIOS por favor"
 Apartamento en venta en villas granada 2,"['Q650,000']",70.0,3.0,,1.0,Santa Catarina Pinula,https://photos.encuentra24.com/t_or_fh_m/f_auto/v1/gt/24/76/11/33/24761133_77925a,"https://www.encuentra24.com/guatemala-es/bienes-raices-venta-de-propiedades-apartamentos/apartamento-en-venta-en-villas-granada-2/24761133?q=f_price.400000-2000000|f_currency.GTQ|withcat.bienes-raices-venta-de-propiedades-casas,bienes-raices-venta-de-propiedades-apartamentos&regionslug=guatemala-es-guatemala&list=categoryregion&categoryslug=bienes-raices-venta-de-propiedades-casas","El complejo de edificios se encuentra ubicado a 10 minutos del centro comercial pradera zona 10, tiene accesos, por la 20 calle, por Muxbal o por Boca del montetiene facil acceso a comercios y servicios cercanos, rodeado de área boscosa y clima agradable.Abundantes amenidades:•Canchas deportivas•Gimnasio•Area de juegos para niños•Rodeado de área boscosa•Salon social•Seguridad las 24 horasEl apartamento cuenta con jardin•Sala•Comedor •Cocina•3 dormitorios•1 baño. --- Clave Interna: PVA.013.08.23 ---"
 Apartamento en venta en zona 7,"['Q815,000']",94.0,3.0,2.0,2.0,Zona 7,https://photos.encuentra24.com/t_or_fh_m/f_auto/v1/gt/24/75/16/75/24751675_43f56e,"https://www.encuentra24.com/guatemala-es/bienes-raices-venta-de-propiedades-apartamentos/apartamento-en-venta-en-zona-7/24751675?q=f_price.400000-2000000|f_currency.GTQ|withcat.bienes-raices-venta-de-propiedades-casas,bienes-raices-venta-de-propiedades-apartamentos&regionslug=guatemala-es-guatemala&list=categoryregion&categoryslug=bienes-raices-venta-de-propiedades-casas","Cuenta con:  94 mts2 (solo apartamento)  Sala  Comedor  Cocina  Área de escritorio  2 dormitorios secundarios  1 dormitorio principal con baño y walking closet grande  Balcón  2 parqueos grandes tandem   Precio de venta Q.815,000.00  EB-OF2438"
 Apartamento en venta en zona 14,"['$185,000']",60.0,1.0,1.0,1.0,Zona 14,https://photos.encuentra24.com/t_or_fh_m/f_auto/v1/gt/24/75/15/92/24751592_89e6d4,"https://www.encuentra24.com/guatemala-es/bienes-raices-venta-de-propiedades-apartamentos/apartamento-en-venta-en-zona-14/24751592?q=f_price.400000-2000000|f_currency.GTQ|withcat.bienes-raices-venta-de-propiedades-casas,bienes-raices-venta-de-propiedades-apartamentos&regionslug=guatemala-es-guatemala&list=categoryregion&categoryslug=bienes-raices-venta-de-propiedades-casas","Cuenta con:   60 Mts.  1 Cuartos  1 Parqueos  1 Bodega   Precio de venta $185,000.00  EB-OG7944"
 Apartamento en renta y venta en zona 10,"['$180,000']",88.0,2.0,2.0,2.0,Zona 10,https://photos.encuentra24.com/t_or_fh_m/f_auto/v1/gt/24/75/15/62/24751562_d8b5a2,"https://www.encuentra24.com/guatemala-es/bienes-raices-venta-de-propiedades-apartamentos/apartamento-en-renta-y-venta-en-zona-10/24751562?q=f_price.400000-2000000|f_currency.GTQ|withcat.bienes-raices-venta-de-propiedades-casas,bienes-raices-venta-de-propiedades-apartamentos&regionslug=guatemala-es-guatemala&list=categoryregion&categoryslug=bienes-raices-venta-de-propiedades-casas","88 Mts2 de construcción  Sala  Comedor  Cocina  Área Lavanderia  2 dormitorios  2 Baños  2 parqueos individuales   Precio de Renta 1,150.00 amueblado   Precio de Venta $.180,000.00  mantenimiento Q.1,516.00  EB-OF9656"
 VENTA DE CASA EN KM 29.5 CARRETERA A EL SALVADOR CON DOBLE TERRENO - GM8285,"['$225,000']",311.0,3.0,4.0,3.0,Carretera a El Salvador,https://photos.encuentra24.com/t_or_fh_m/f_auto/v1/gt/23/64/01/06/23640106_ba3227,"https://www.encuentra24.com/guatemala-es/bienes-raices-venta-de-propiedades-casas/venta-de-casa-en-km-29-5-carretera-a-el-salvador-con-doble-terreno-gm8285/23640106?q=f_price.400000-2000000|f_currency.GTQ|withcat.bienes-raices-venta-de-propiedades-casas,bienes-raices-venta-de-propiedades-apartamentos&regionslug=guatemala-es-guatemala&list=categoryregion&categoryslug=bienes-raices-venta-de-propiedades-casas","Venta de casa con amplio jardín en km 29.5 carretera a El Salvador.  Tiene terreno doble.   311.18 m² de construcción.  841 Vr2. de terreno, doble terreno 28 * 21.  2 niveles  3 dormitorios  3 baños  4 parqueos    Se pagan Q950.00 de cuota de mantenimiento.   Precio: US$225,000.00 + impuestos de ley.   Código: 8285"
 VENTA DE CASA ZONA 11 LAS CHARCAS EXCELENTE UBICACIÓN - BF8043,"['$250,000']",277.0,4.0,4.0,4.0,Zona 11,https://photos.encuentra24.com/t_or_fh_m/f_auto/v1/gt/22/45/39/05/22453905_7875cc,"https://www.encuentra24.com/guatemala-es/bienes-raices-venta-de-propiedades-casas/venta-de-casa-zona-11-las-charcas-excelente-ubicacion-bf8043/22453905?q=f_price.400000-2000000|f_currency.GTQ|withcat.bienes-raices-venta-de-propiedades-casas,bienes-raices-venta-de-propiedades-apartamentos&regionslug=guatemala-es-guatemala&list=categoryregion&categoryslug=bienes-raices-venta-de-propiedades-casas","Vendo casa en Las Charcas, zona 11.   En excelente ubicación, cercana a centros comerciales, colegios y bancos.   Dentro de condominio privado de 4 casas con buen acceso.   Cuenta con 292.68 v2 de terreno, 276.96 m2 de construcción, 2 niveles, portón, jardín, baño de visitas, sala-comedor, cocina, sala familiar, 4 dormitorios; el principal con walk-in closet y secundarios con closet, 4 baños, área de lavandería, dormitorio de servicio, patio y 4 parqueos.   Detalles de construcción: piso cerámico, puertas de madera, PDF, vidrio, ventanas de aluminio y vidrio.   Precio: US$250,000.00 + impuestos de ley.   Código: 8043"
" APARTAMENTOS NUEVOS EN VENTA, 1 HABITACION, ZONA 10","['$111,900']",34.0,1.0,1.0,1.0,Zona 10,https://photos.encuentra24.com/t_or_fh_m/f_auto/v1/gt/23/33/45/32/23334532_8486bb,"https://www.encuentra24.com/guatemala-es/bienes-raices-venta-de-propiedades-apartamentos/apartamentos-nuevos-en-venta-1-habitacion-zona-10/23334532?q=f_price.400000-2000000|f_currency.GTQ|withcat.bienes-raices-venta-de-propiedades-casas,bienes-raices-venta-de-propiedades-apartamentos&regionslug=guatemala-es-guatemala&list=categoryregion&categoryslug=bienes-raices-venta-de-propiedades-casas","Excelente precio y acabados. Vive en el centro de lo extraordinario. Apartamentos modernos para un estilo de vida dinámico, desarrollado bajo el concepto de Airbnb y pet friendly.   Apartamentos desde 33.65 m2   Área Privada:  Una Habitación  Un Baño o 1.5 Baños  Un Parqueo  Sala, Cocina y comedor.   Edificio que destaca por su ubicación y excepcional arquitectura, a escaso minutos de Oakland Mall, nueva sede de Universidad Landivar, C.C. La Estación, Blvd. Los Próceres y Diagonal 6.   Otros: 8 sótanos de parqueos - Planta eléctrica para el 100% del proyecto - Pozo propio- 2 ascensores por torre.   Amenidades: Fitness Center - Game Room - Pet Garden - Coworking space - Business Center - Semi Olympic Pool - Playground - Azotea y más.    Acabados de primera ¡¡Conoce nuestro Showroom!!  Proyecto para entrega en primer semestre del 2,025.  *** PRECIO DE VENTA + IMPUESTOS + LEGALES ***   Solicita más información, será un gusto asesorarte!!"
 Apartamento en venta en zona 7,"['Q815,000']",94.0,3.0,2.0,2.0,Zona 7,https://photos.encuentra24.com/t_or_fh_m/f_auto/v1/gt/24/71/77/10/24717710_eb77e5,"https://www.encuentra24.com/guatemala-es/bienes-raices-venta-de-propiedades-apartamentos/apartamento-en-venta-en-zona-7/24717710?q=f_price.400000-2000000|f_currency.GTQ|withcat.bienes-raices-venta-de-propiedades-casas,bienes-raices-venta-de-propiedades-apartamentos&regionslug=guatemala-es-guatemala&list=categoryregion&categoryslug=bienes-raices-venta-de-propiedades-casas","Cuenta con:  94 mts2 (solo apartamento)  Sala  Comedor  Cocina  Área de escritorio  2 dormitorios secundarios  1 dormitorio principal con baño y walking closet grande  Balcón  2 parqueos grandes tandem   Precio de venta Q.815,000.00  EB-OF2438"
 Vendo Casa en Carretera a El Salvador codigo.DC32054,"['$130,000']",230.0,3.0,3.0,3.0,Carretera a El Salvador,https://photos.encuentra24.com/t_or_fh_m/f_auto/v1/gt/24/71/76/06/24717606_c60e4a,"https://www.encuentra24.com/guatemala-es/bienes-raices-venta-de-propiedades-casas/vendo-casa-en-carretera-a-el-salvador-codigo-dc32054/24717606?q=f_price.400000-2000000|f_currency.GTQ|withcat.bienes-raices-venta-de-propiedades-casas,bienes-raices-venta-de-propiedades-apartamentos&regionslug=guatemala-es-guatemala&list=categoryregion&categoryslug=bienes-raices-venta-de-propiedades-casas","Muy bonita casa en pequeña y privada colonia, completamente cercada. Vista imponente a los volcanes.   Construcción:  - 230 mts2  - Jardín: 30 mts2 circulado.  Primer nivel  -garage 2 vehículos,  - portón corredizo,  - puerta individual ingreso, madera y metal.  -cisterna y bomba de agua.  - Terraza piso cerámica sobre garages  - Con barandas de metal circundándole, vista a los volcanes.   Nivel principal  - sala comedor,  - baño visitas,  - cocina, muebles aéreos y de base,  - calentador central,  - Jardín circulado,  - pila.   Segundo nivel  - Cuarto master con baño, tina lavamanos, inodoro, con closets, balcones en área frontal, ventanas de suelo a techo, vista a los volcanes.  Baño del master con tragaluz.  - 2 cuartos adicionales con closets y baño.   - Cocina con conexión 110/220, para lavadora y secadora, gabinetes de melamina, calentador de agua   - 3 niveles incluyendo garages.  - Mantenimiento de áreas comunes incluye, agua brindada por terceros,  - áreas verdes,  - luz exterior,  -uso de portón. no optativo costo mensual   - Contador de Empresa eléctrica  individual  - Agua 15 mts3, exceso metro cubico a Q25.00 el mt3 c,  - posee contador privado   Venta: $130000"
 APARTAMENTO EN VENTA EN ZONA 10 / MUNDO INMOBILIARIO,"['$150,000']",55.0,1.0,2.0,2.0,Zona 10,https://photos.encuentra24.com/t_or_fh_m/f_auto/v1/gt/24/71/53/38/24715338_15d4fb,"https://www.encuentra24.com/guatemala-es/bienes-raices-venta-de-propiedades-apartamentos/apartamento-en-venta-en-zona-10-mundo-inmobiliario/24715338?q=f_price.400000-2000000|f_currency.GTQ|withcat.bienes-raices-venta-de-propiedades-casas,bienes-raices-venta-de-propiedades-apartamentos&regionslug=guatemala-es-guatemala&list=categoryregion&categoryslug=bienes-raices-venta-de-propiedades-casas","Mundo Inmobiliario vende apartamento en el corazón de Ciudad Vieja, Zona 10.   El apartamento cuenta con sala, comedor, cocina abierta con gabinetes, una habitación, dos baños, ubicado en nivel alto con excelente vista a la ciudad, pila, iluminación natural y parqueo para 2 vehículos tándem.   El edificio cuenta con áreas comunes como: Gimnasio, salón social, parquéo de visitas seguridad 24 horas. A minutos de cayalá, cerca de Oakland Mall.   Precio de venta + IMP  Clave interna de la propiedad: APV-160823  Haz tú cita. Entrega inmediata.   Estamos certificados por la Cámara de Corredores de Bienes Raíces en Guatemala. Contamos con licencia de corredor.   Tu propiedad, tu futuro, Nuestro compromiso. Mundo Inmobiliario   #mundoinmobiliario #mundoinmobiliarioguatemala #mundoinmobiliariogt #TuProfesionalInmobiliario #aptoenventa #aptoenventazona10 #apartaentoenventa #apartamentoenventazona10"
 Apartamento en venta en zona 10,"['$185,000']",100.0,2.0,2.0,2.0,Zona 10,https://photos.encuentra24.com/t_or_fh_m/f_auto/v1/gt/24/71/28/19/24712819_5372ab,"https://www.encuentra24.com/guatemala-es/bienes-raices-venta-de-propiedades-apartamentos/apartamento-en-venta-en-zona-10/24712819?q=f_price.400000-2000000|f_currency.GTQ|withcat.bienes-raices-venta-de-propiedades-casas,bienes-raices-venta-de-propiedades-apartamentos&regionslug=guatemala-es-guatemala&list=categoryregion&categoryslug=bienes-raices-venta-de-propiedades-casas","Cuenta con:  Apartamento de 100 mts2  2 dormitorios  Sala  Comedor  Cocina (con línea blanca incluida)  2 Baños (espejos)  2 parqueos  Lavandería   Precio de venta $185,000.00  EB-OE9443"
